"Pincode","Region.Quota"
515631,"Southern"
515581,"Southern"
515571,"Southern"
515311,"Southern"
515281,"Southern"
515241,"Southern"
534176,"Southern"
813105,"Eastern"
813203,"Eastern"
853202,"Eastern"
813222,"Eastern"
812005,"Eastern"
853203,"Eastern"
812006,"Eastern"
853204,"Eastern"
813209,"Eastern"
530052,"Southern"
515871,"Southern"
515842,"Southern"
515803,"Southern"
515775,"Southern"
515405,"Southern"
515865,"Southern"
515455,"Southern"
515611,"Southern"
515867,"Southern"
515812,"Southern"
515832,"Southern"
515870,"Southern"
531173,"Southern"
531219,"Southern"
853205,"Eastern"
813210,"Eastern"
813108,"Eastern"
813212,"Eastern"
515101,"Southern"
503186,"Southern"
503180,"Southern"
503187,"Southern"
503101,"Southern"
503125,"Southern"
503112,"Southern"
344704,"Northern"
344032,"Northern"
342002,"Northern"
344706,"Northern"
503124,"Southern"
503309,"Southern"
503108,"Southern"
503302,"Southern"
503201,"Southern"
503306,"Southern"
503123,"Southern"
503102,"Southern"
516129,"Southern"
516237,"Southern"
516130,"Southern"
516151,"Southern"
147111,"Northern"
788162,"Eastern"
788150,"Eastern"
788801,"Eastern"
788161,"Eastern"
788152,"Eastern"
788155,"Eastern"
208001,"Central"
503310,"Southern"
503110,"Southern"
503145,"Southern"
503120,"Southern"
503235,"Southern"
503321,"Southern"
503185,"Southern"
503230,"Southern"
503202,"Southern"
503246,"Southern"
503305,"Southern"
273001,"Central"
505186,"Southern"
505153,"Southern"
505162,"Southern"
505152,"Southern"
505514,"Southern"
505187,"Southern"
505212,"Southern"
505525,"Southern"
505209,"Southern"
505188,"Southern"
505122,"Southern"
505498,"Southern"
524324,"Southern"
501301,"Southern"
500088,"Southern"
500100,"Southern"
501401,"Southern"
501102,"Southern"
500101,"Southern"
500078,"Southern"
501509,"Southern"
500043,"Southern"
500087,"Southern"
501505,"Southern"
500055,"Southern"
813207,"Eastern"
813110,"Eastern"
813109,"Eastern"
813107,"Eastern"
813211,"Eastern"
522658,"Southern"
522614,"Southern"
344011,"Northern"
342304,"Northern"
142049,"Northern"
503207,"Southern"
851210,"Eastern"
851127,"Eastern"
534239,"Southern"
534237,"Southern"
534247,"Southern"
534202,"Southern"
534243,"Southern"
534199,"Southern"
848201,"Eastern"
534134,"Southern"
502293,"Southern"
502284,"Southern"
851113,"Eastern"
851111,"Eastern"
851112,"Eastern"
503301,"Southern"
503206,"Southern"
503245,"Southern"
585447,"Southern"
585404,"Southern"
151214,"Northern"
503114,"Southern"
503144,"Southern"
503122,"Southern"
507204,"Southern"
507169,"Southern"
507208,"Southern"
507002,"Southern"
507168,"Southern"
507003,"Southern"
507158,"Southern"
507209,"Southern"
507122,"Southern"
851120,"Eastern"
848204,"Eastern"
851204,"Eastern"
851211,"Eastern"
847451,"Eastern"
851128,"Eastern"
502114,"Southern"
534238,"Southern"
534240,"Southern"
534206,"Southern"
534210,"Southern"
472445,"Central"
851213,"Eastern"
851214,"Eastern"
851201,"Eastern"
515231,"Southern"
515271,"Southern"
515164,"Southern"
515212,"Southern"
515303,"Southern"
515556,"Southern"
515661,"Southern"
515672,"Southern"
515521,"Southern"
783135,"Eastern"
827016,"Eastern"
515591,"Southern"
515641,"Southern"
515531,"Southern"
515541,"Southern"
515511,"Southern"
515551,"Southern"
515154,"Southern"
515501,"Southern"
515341,"Southern"
515286,"Southern"
515144,"Southern"
505129,"Southern"
505470,"Southern"
505505,"Southern"
505474,"Southern"
505475,"Southern"
505502,"Southern"
505490,"Southern"
505472,"Southern"
505101,"Southern"
505480,"Southern"
754031,"Eastern"
754028,"Eastern"
754027,"Eastern"
754037,"Eastern"
754022,"Eastern"
754290,"Eastern"
505497,"Southern"
505102,"Southern"
505471,"Southern"
505476,"Southern"
515133,"Southern"
515159,"Southern"
515651,"Southern"
141114,"Northern"
825103,"Eastern"
829143,"Eastern"
824304,"Eastern"
802204,"Eastern"
802158,"Eastern"
523264,"Southern"
523263,"Southern"
524221,"Southern"
524240,"Southern"
524152,"Southern"
524222,"Southern"
524236,"Southern"
523262,"Southern"
524223,"Southern"
524224,"Southern"
524239,"Southern"
501503,"Southern"
501121,"Southern"
501202,"Southern"
501111,"Southern"
501142,"Southern"
501501,"Southern"
501203,"Southern"
501141,"Southern"
813213,"Eastern"
822123,"Eastern"
531084,"Southern"
531114,"Southern"
531022,"Southern"
822132,"Eastern"
444602,"Western"
531126,"Southern"
516329,"Southern"
516293,"Southern"
516321,"Southern"
531149,"Southern"
501144,"Southern"
501504,"Southern"
524300,"Southern"
524142,"Southern"
852161,"Eastern"
534208,"Southern"
534204,"Southern"
534207,"Southern"
851118,"Eastern"
788163,"Eastern"
788165,"Eastern"
788734,"Eastern"
788736,"Eastern"
788737,"Eastern"
788166,"Eastern"
788735,"Eastern"
788156,"Eastern"
533274,"Southern"
533253,"Southern"
533250,"Southern"
533247,"Southern"
533229,"Southern"
533248,"Southern"
533238,"Southern"
533236,"Southern"
533251,"Southern"
533244,"Southern"
533249,"Southern"
515445,"Southern"
515002,"Southern"
825405,"Eastern"
533290,"Southern"
754025,"Eastern"
802205,"Eastern"
768033,"Eastern"
788806,"Eastern"
788723,"Eastern"
788733,"Eastern"
788701,"Eastern"
788725,"Eastern"
788726,"Eastern"
788728,"Eastern"
147007,"Northern"
140402,"Northern"
333517,"Northern"
847122,"Eastern"
331027,"Northern"
333020,"Northern"
333055,"Northern"
759151,"Eastern"
201001,"Central"
847227,"Eastern"
847232,"Eastern"
847421,"Eastern"
847231,"Eastern"
847214,"Eastern"
503003,"Southern"
575009,"Southern"
141110,"Northern"
802183,"Eastern"
802313,"Eastern"
802206,"Eastern"
802314,"Eastern"
802159,"Eastern"
847301,"Eastern"
282001,"Central"
501106,"Southern"
516213,"Southern"
781320,"Eastern"
781367,"Eastern"
781377,"Eastern"
781371,"Eastern"
788117,"Eastern"
788817,"Eastern"
788113,"Eastern"
788802,"Eastern"
383002,"Western"
383422,"Western"
343029,"Northern"
382430,"Western"
847104,"Eastern"
847302,"Eastern"
846003,"Eastern"
384330,"Western"
494230,"Central"
141008,"Northern"
504204,"Southern"
504201,"Southern"
504294,"Southern"
504302,"Southern"
504206,"Southern"
504207,"Southern"
504216,"Southern"
504205,"Southern"
504231,"Southern"
504214,"Southern"
504215,"Southern"
504209,"Southern"
504219,"Southern"
503307,"Southern"
503165,"Southern"
503175,"Southern"
503164,"Southern"
533237,"Southern"
515561,"Southern"
506342,"Southern"
507210,"Southern"
847204,"Eastern"
847427,"Eastern"
506112,"Southern"
506135,"Southern"
495116,"Central"
495004,"Central"
788816,"Eastern"
784171,"Eastern"
784149,"Eastern"
516193,"Southern"
516003,"Southern"
516269,"Southern"
516215,"Southern"
516002,"Southern"
516505,"Southern"
516268,"Southern"
516105,"Southern"
516501,"Southern"
516128,"Southern"
516101,"Southern"
494347,"Central"
494237,"Central"
494010,"Central"
494552,"Central"
503308,"Southern"
503218,"Southern"
503213,"Southern"
516247,"Southern"
516126,"Southern"
516152,"Southern"
516150,"Southern"
495224,"Central"
495112,"Central"
495222,"Central"
495550,"Central"
495113,"Central"
847105,"Eastern"
759147,"Eastern"
822112,"Eastern"
822129,"Eastern"
822114,"Eastern"
822133,"Eastern"
822120,"Eastern"
754023,"Eastern"
754296,"Eastern"
754024,"Eastern"
755013,"Eastern"
160055,"Northern"
755043,"Eastern"
755014,"Eastern"
639103,"Southern"
754082,"Eastern"
505425,"Southern"
755016,"Eastern"
754217,"Eastern"
754219,"Eastern"
754218,"Eastern"
754253,"Eastern"
754239,"Eastern"
754208,"Eastern"
754292,"Eastern"
754222,"Eastern"
754240,"Eastern"
754210,"Eastern"
754289,"Eastern"
754214,"Eastern"
754248,"Eastern"
754244,"Eastern"
754216,"Eastern"
754223,"Eastern"
505529,"Southern"
505460,"Southern"
754295,"Eastern"
754032,"Eastern"
802222,"Eastern"
802162,"Eastern"
533232,"Southern"
535525,"Southern"
535005,"Southern"
515763,"Southern"
515701,"Southern"
755017,"Eastern"
755018,"Eastern"
754205,"Eastern"
755036,"Eastern"
755027,"Eastern"
755003,"Eastern"
822121,"Eastern"
516401,"Southern"
335522,"Northern"
506105,"Southern"
506315,"Southern"
506368,"Southern"
506132,"Southern"
506104,"Southern"
506122,"Southern"
506102,"Southern"
506365,"Southern"
506369,"Southern"
506006,"Southern"
506330,"Southern"
495552,"Central"
495559,"Central"
495668,"Central"
495669,"Central"
515408,"Southern"
515415,"Southern"
515751,"Southern"
533107,"Southern"
535260,"Southern"
535126,"Southern"
535124,"Southern"
516349,"Southern"
517194,"Southern"
517305,"Southern"
517152,"Southern"
517297,"Southern"
517213,"Southern"
517236,"Southern"
517234,"Southern"
847304,"Eastern"
847121,"Eastern"
847107,"Eastern"
846009,"Eastern"
847115,"Eastern"
847306,"Eastern"
846005,"Eastern"
847307,"Eastern"
847337,"Eastern"
846007,"Eastern"
847123,"Eastern"
847202,"Eastern"
305813,"Northern"
305811,"Northern"
741123,"Eastern"
305004,"Northern"
786003,"Eastern"
786184,"Eastern"
786004,"Eastern"
786101,"Eastern"
786602,"Eastern"
786614,"Eastern"
786001,"Eastern"
785676,"Eastern"
785675,"Eastern"
786010,"Eastern"
786012,"Eastern"
786610,"Eastern"
786621,"Eastern"
786611,"Eastern"
847101,"Eastern"
847203,"Eastern"
845432,"Eastern"
845433,"Eastern"
845305,"Eastern"
845434,"Eastern"
845435,"Eastern"
845456,"Eastern"
845436,"Eastern"
845437,"Eastern"
506103,"Southern"
506007,"Southern"
847303,"Eastern"
495663,"Central"
501143,"Southern"
501502,"Southern"
501158,"Southern"
524421,"Southern"
524126,"Southern"
524323,"Southern"
524129,"Southern"
524345,"Southern"
524121,"Southern"
524408,"Southern"
524313,"Southern"
524366,"Southern"
524303,"Southern"
524308,"Southern"
524302,"Southern"
524002,"Southern"
524311,"Southern"
524318,"Southern"
524319,"Southern"
500036,"Southern"
523171,"Southern"
523190,"Southern"
523167,"Southern"
523181,"Southern"
523184,"Southern"
523169,"Southern"
523157,"Southern"
523185,"Southern"
523170,"Southern"
847106,"Eastern"
845401,"Eastern"
841302,"Eastern"
786103,"Eastern"
786612,"Eastern"
787033,"Eastern"
784161,"Eastern"
787055,"Eastern"
503225,"Southern"
503212,"Southern"
503219,"Southern"
503311,"Southern"
503223,"Southern"
494635,"Central"
494335,"Central"
494332,"Central"
523281,"Southern"
523271,"Southern"
500005,"Southern"
500113,"Southern"
501359,"Southern"
501218,"Southern"
500112,"Southern"
501506,"Southern"
501510,"Southern"
494111,"Central"
494442,"Central"
494115,"Central"
507182,"Southern"
507159,"Southern"
491441,"Central"
535463,"Southern"
535523,"Southern"
503188,"Southern"
535594,"Southern"
535521,"Southern"
535524,"Southern"
535526,"Southern"
535534,"Southern"
535582,"Southern"
488059,"Central"
212308,"Central"
522646,"Southern"
522401,"Southern"
533436,"Southern"
533291,"Southern"
533446,"Southern"
533408,"Southern"
533401,"Southern"
501508,"Southern"
501512,"Southern"
501511,"Southern"
500039,"Southern"
786008,"Eastern"
786191,"Eastern"
494448,"Central"
508253,"Southern"
506003,"Southern"
534267,"Southern"
848202,"Eastern"
851129,"Eastern"
851130,"Eastern"
851203,"Eastern"
851205,"Eastern"
502303,"Southern"
851212,"Eastern"
851215,"Eastern"
851216,"Eastern"
848203,"Eastern"
851206,"Eastern"
852129,"Eastern"
851131,"Eastern"
851117,"Eastern"
851217,"Eastern"
851132,"Eastern"
851218,"Eastern"
851133,"Eastern"
851134,"Eastern"
852219,"Eastern"
852128,"Eastern"
852132,"Eastern"
852130,"Eastern"
852131,"Eastern"
534222,"Southern"
534004,"Southern"
534425,"Southern"
534448,"Southern"
852126,"Eastern"
852127,"Eastern"
500090,"Southern"
524405,"Southern"
515741,"Southern"
532148,"Southern"
852221,"Eastern"
532455,"Southern"
532457,"Southern"
518196,"Southern"
518543,"Southern"
518124,"Southern"
518523,"Southern"
518553,"Southern"
822124,"Eastern"
822134,"Eastern"
533007,"Southern"
517505,"Southern"
508245,"Southern"
508244,"Southern"
508373,"Southern"
508254,"Southern"
508266,"Southern"
508002,"Southern"
508256,"Southern"
503217,"Southern"
500075,"Southern"
500089,"Southern"
999999,"Southern"
534406,"Southern"
534460,"Southern"
534462,"Southern"
534426,"Southern"
534455,"Southern"
534456,"Southern"
534449,"Southern"
534311,"Southern"
534312,"Southern"
534475,"Southern"
534451,"Southern"
783385,"Eastern"
532187,"Southern"
533440,"Southern"
518583,"Southern"
518593,"Southern"
523331,"Southern"
755025,"Eastern"
755004,"Eastern"
755005,"Eastern"
755062,"Eastern"
755026,"Eastern"
848506,"Eastern"
848216,"Eastern"
848113,"Eastern"
848207,"Eastern"
802163,"Eastern"
755007,"Eastern"
755008,"Eastern"
755024,"Eastern"
755019,"Eastern"
755023,"Eastern"
753004,"Eastern"
754131,"Eastern"
754021,"Eastern"
754130,"Eastern"
755006,"Eastern"
755009,"Eastern"
523346,"Southern"
523328,"Southern"
523368,"Southern"
523369,"Southern"
384440,"Western"
506310,"Southern"
506314,"Southern"
506166,"Southern"
504299,"Southern"
506317,"Southern"
506008,"Southern"
506163,"Southern"
846004,"Eastern"
385320,"Western"
383030,"Western"
385505,"Western"
385535,"Western"
495220,"Central"
506318,"Southern"
516104,"Southern"
517129,"Southern"
784175,"Eastern"
788815,"Eastern"
815352,"Eastern"
518302,"Southern"
518395,"Southern"
518347,"Southern"
518348,"Southern"
518333,"Southern"
518346,"Southern"
518308,"Southern"
518350,"Southern"
518344,"Southern"
518313,"Southern"
518345,"Southern"
518343,"Southern"
518396,"Southern"
518380,"Southern"
518323,"Southern"
517415,"Southern"
517416,"Southern"
517004,"Southern"
517002,"Southern"
517125,"Southern"
506313,"Southern"
508223,"Southern"
506316,"Southern"
759101,"Eastern"
506222,"Southern"
506005,"Southern"
506333,"Southern"
509382,"Southern"
509407,"Southern"
509204,"Southern"
509205,"Southern"
509334,"Southern"
509350,"Southern"
509002,"Southern"
509353,"Southern"
509371,"Southern"
509339,"Southern"
509352,"Southern"
508214,"Southern"
534461,"Southern"
534401,"Southern"
534452,"Southern"
851202,"Eastern"
523370,"Southern"
523332,"Southern"
523371,"Southern"
523372,"Southern"
523320,"Southern"
523326,"Southern"
523329,"Southern"
518135,"Southern"
802160,"Eastern"
802161,"Eastern"
505503,"Southern"
754035,"Eastern"
754201,"Eastern"
754030,"Eastern"
518674,"Southern"
518134,"Southern"
518123,"Southern"
531118,"Southern"
517643,"Southern"
533464,"Southern"
533430,"Southern"
822125,"Eastern"
517589,"Southern"
517590,"Southern"
517591,"Southern"
517620,"Southern"
535593,"Southern"
535125,"Southern"
535568,"Southern"
535579,"Southern"
535591,"Southern"
535128,"Southern"
535003,"Southern"
535546,"Southern"
535101,"Southern"
508206,"Southern"
508233,"Southern"
508221,"Southern"
508279,"Southern"
508212,"Southern"
508280,"Southern"
333010,"Northern"
508277,"Southern"
508284,"Southern"
845307,"Eastern"
824219,"Eastern"
824116,"Eastern"
824217,"Eastern"
824201,"Eastern"
824111,"Eastern"
768204,"Eastern"
524321,"Southern"
524407,"Southern"
524401,"Southern"
524415,"Southern"
524320,"Southern"
524132,"Southern"
524413,"Southern"
524309,"Southern"
524402,"Southern"
517130,"Southern"
517128,"Southern"
517131,"Southern"
517432,"Southern"
814165,"Eastern"
814154,"Eastern"
516004,"Southern"
788164,"Eastern"
788168,"Eastern"
517640,"Southern"
517586,"Southern"
517642,"Southern"
517587,"Southern"
517583,"Southern"
517588,"Southern"
517571,"Southern"
517641,"Southern"
517541,"Southern"
517584,"Southern"
517619,"Southern"
517561,"Southern"
517569,"Southern"
755010,"Eastern"
524347,"Southern"
506002,"Southern"
515291,"Southern"
515261,"Southern"
515124,"Southern"
515110,"Southern"
515305,"Southern"
515123,"Southern"
515122,"Southern"
783330,"Eastern"
533223,"Southern"
533254,"Southern"
534245,"Southern"
534126,"Southern"
534123,"Southern"
534266,"Southern"
534268,"Southern"
534265,"Southern"
534338,"Southern"
534250,"Southern"
534281,"Southern"
534275,"Southern"
506165,"Southern"
506349,"Southern"
508112,"Southern"
508286,"Southern"
508115,"Southern"
508252,"Southern"
506169,"Southern"
382315,"Western"
506356,"Southern"
506345,"Southern"
504106,"Southern"
534209,"Southern"
533297,"Southern"
533296,"Southern"
533354,"Southern"
533353,"Southern"
851126,"Eastern"
534467,"Southern"
506331,"Southern"
509338,"Southern"
508205,"Southern"
787023,"Eastern"
787052,"Eastern"
787056,"Eastern"
523166,"Southern"
523168,"Southern"
500064,"Southern"
524127,"Southern"
523101,"Southern"
523274,"Southern"
523292,"Southern"
523279,"Southern"
523116,"Southern"
523272,"Southern"
523104,"Southern"
523110,"Southern"
523112,"Southern"
523247,"Southern"
523246,"Southern"
523227,"Southern"
534280,"Southern"
534217,"Southern"
534330,"Southern"
534218,"Southern"
534227,"Southern"
534320,"Southern"
534328,"Southern"
534324,"Southern"
852137,"Eastern"
852138,"Eastern"
852139,"Eastern"
852220,"Eastern"
523241,"Southern"
523304,"Southern"
523223,"Southern"
523265,"Southern"
524404,"Southern"
524341,"Southern"
524406,"Southern"
524412,"Southern"
508211,"Southern"
508210,"Southern"
755028,"Eastern"
755022,"Eastern"
755011,"Eastern"
755012,"Eastern"
754246,"Eastern"
754224,"Eastern"
754213,"Eastern"
754231,"Eastern"
754227,"Eastern"
754215,"Eastern"
755061,"Eastern"
509202,"Southern"
752001,"Eastern"
226001,"Central"
509321,"Southern"
534444,"Southern"
534244,"Southern"
534236,"Southern"
508255,"Southern"
508105,"Southern"
508113,"Southern"
508285,"Southern"
506367,"Southern"
509133,"Southern"
509128,"Southern"
509132,"Southern"
509126,"Southern"
509153,"Southern"
502221,"Southern"
502278,"Southern"
502267,"Southern"
788738,"Eastern"
815357,"Eastern"
788160,"Eastern"
524134,"Southern"
524414,"Southern"
524131,"Southern"
524410,"Southern"
524409,"Southern"
524343,"Southern"
524203,"Southern"
524201,"Southern"
500030,"Southern"
523135,"Southern"
523165,"Southern"
523187,"Southern"
752004,"Eastern"
822111,"Eastern"
533451,"Southern"
508250,"Southern"
508114,"Southern"
508248,"Southern"
534146,"Southern"
522409,"Southern"
813101,"Eastern"
522015,"Southern"
522017,"Southern"
522005,"Southern"
522235,"Southern"
522019,"Southern"
522020,"Southern"
522502,"Southern"
522016,"Southern"
522508,"Southern"
522303,"Southern"
522509,"Southern"
522305,"Southern"
522240,"Southern"
522659,"Southern"
522663,"Southern"
522616,"Southern"
522612,"Southern"
522233,"Southern"
534316,"Southern"
522302,"Southern"
522018,"Southern"
522410,"Southern"
522435,"Southern"
522426,"Southern"
522438,"Southern"
522408,"Southern"
841420,"Eastern"
841423,"Eastern"
814160,"Eastern"
814147,"Eastern"
814153,"Eastern"
814151,"Eastern"
781335,"Eastern"
814156,"Eastern"
534450,"Southern"
534435,"Southern"
504202,"Southern"
504105,"Southern"
382122,"Western"
504101,"Southern"
504103,"Southern"
504110,"Southern"
504306,"Southern"
504109,"Southern"
504310,"Southern"
508258,"Southern"
508257,"Southern"
508377,"Southern"
508202,"Southern"
508243,"Southern"
533228,"Southern"
533218,"Southern"
385421,"Western"
144402,"Northern"
847201,"Eastern"
783124,"Eastern"
504323,"Southern"
504311,"Southern"
504312,"Southern"
504293,"Southern"
847103,"Eastern"
480997,"Central"
521225,"Southern"
605403,"Southern"
202001,"Central"
521235,"Southern"
521110,"Southern"
521185,"Southern"
522436,"Southern"
522402,"Southern"
522413,"Southern"
522412,"Southern"
522421,"Southern"
522613,"Southern"
504251,"Southern"
504102,"Southern"
504203,"Southern"
504104,"Southern"
507167,"Southern"
507170,"Southern"
507305,"Southern"
507163,"Southern"
507318,"Southern"
507165,"Southern"
521260,"Southern"
521330,"Southern"
521324,"Southern"
505530,"Southern"
226003,"Central"
505303,"Southern"
505403,"Southern"
505404,"Southern"
505305,"Southern"
505307,"Southern"
505301,"Southern"
814111,"Eastern"
754220,"Eastern"
521004,"Southern"
284001,"Central"
521366,"Southern"
811301,"Eastern"
811303,"Eastern"
815355,"Eastern"
788120,"Eastern"
815359,"Eastern"
815354,"Eastern"
848114,"Eastern"
754225,"Eastern"
754212,"Eastern"
754250,"Eastern"
505467,"Southern"
505469,"Southern"
523291,"Southern"
845107,"Eastern"
841440,"Eastern"
841416,"Eastern"
845101,"Eastern"
845438,"Eastern"
804401,"Eastern"
534122,"Southern"
534327,"Southern"
534230,"Southern"
752119,"Eastern"
752107,"Eastern"
752106,"Eastern"
752104,"Eastern"
505306,"Southern"
521320,"Southern"
636705,"Southern"
804432,"Eastern"
804405,"Eastern"
504304,"Southern"
504002,"Southern"
504307,"Southern"
754200,"Eastern"
841231,"Eastern"
841227,"Eastern"
841434,"Eastern"
841435,"Eastern"
841236,"Eastern"
841238,"Eastern"
841240,"Eastern"
841239,"Eastern"
841507,"Eastern"
841439,"Eastern"
841241,"Eastern"
841504,"Eastern"
841243,"Eastern"
841226,"Eastern"
841244,"Eastern"
841506,"Eastern"
522034,"Southern"
522112,"Southern"
522619,"Southern"
524342,"Southern"
847428,"Eastern"
788101,"Eastern"
788126,"Eastern"
788111,"Eastern"
788114,"Eastern"
788106,"Eastern"
788123,"Eastern"
788110,"Eastern"
500052,"Southern"
500079,"Southern"
523230,"Southern"
523253,"Southern"
523224,"Southern"
509129,"Southern"
751002,"Eastern"
504308,"Southern"
504309,"Southern"
504346,"Southern"
504313,"Southern"
824236,"Eastern"
804435,"Eastern"
804402,"Eastern"
804419,"Eastern"
804421,"Eastern"
804423,"Eastern"
804426,"Eastern"
804428,"Eastern"
804406,"Eastern"
804417,"Eastern"
804418,"Eastern"
804420,"Eastern"
852108,"Eastern"
852109,"Eastern"
852110,"Eastern"
852115,"Eastern"
804422,"Eastern"
804429,"Eastern"
804424,"Eastern"
804425,"Eastern"
804427,"Eastern"
494001,"Central"
502291,"Southern"
500008,"Southern"
507203,"Southern"
507160,"Southern"
533355,"Southern"
534416,"Southern"
522009,"Southern"
505453,"Southern"
505325,"Southern"
505331,"Southern"
505454,"Southern"
505455,"Southern"
505462,"Southern"
505405,"Southern"
505302,"Southern"
505524,"Southern"
505402,"Southern"
505002,"Southern"
505304,"Southern"
505466,"Southern"
505528,"Southern"
505415,"Southern"
505401,"Southern"
505445,"Southern"
507183,"Southern"
507304,"Southern"
507161,"Southern"
755044,"Eastern"
509135,"Southern"
506244,"Southern"
534269,"Southern"
502251,"Southern"
502249,"Southern"
502286,"Southern"
502256,"Southern"
502257,"Southern"
502318,"Southern"
508374,"Southern"
509335,"Southern"
505451,"Southern"
535547,"Southern"
841245,"Eastern"
502287,"Southern"
502246,"Southern"
534216,"Southern"
534124,"Southern"
534225,"Southern"
814143,"Eastern"
815353,"Eastern"
814152,"Eastern"
523201,"Southern"
505481,"Southern"
505531,"Southern"
505473,"Southern"
506347,"Southern"
506142,"Southern"
506151,"Southern"
506144,"Southern"
506143,"Southern"
506172,"Southern"
506319,"Southern"
505452,"Southern"
753008,"Eastern"
755015,"Eastern"
506370,"Southern"
523180,"Southern"
509130,"Southern"
509131,"Southern"
383001,"Western"
508234,"Southern"
516108,"Southern"
508376,"Southern"
506329,"Southern"
508004,"Southern"
841237,"Eastern"
841502,"Eastern"
384241,"Western"
754114,"Eastern"
505504,"Southern"
535592,"Southern"
385340,"Western"
384275,"Western"
384245,"Western"
384246,"Western"
385350,"Western"
841242,"Eastern"
841287,"Eastern"
755051,"Eastern"
509219,"Southern"
508201,"Southern"
508204,"Southern"
508246,"Southern"
508218,"Southern"
508224,"Southern"
508238,"Southern"
517193,"Southern"
517277,"Southern"
506145,"Southern"
506221,"Southern"
506301,"Southern"
506223,"Southern"
506302,"Southern"
506252,"Southern"
506348,"Southern"
517581,"Southern"
517113,"Southern"
517235,"Southern"
517172,"Southern"
517237,"Southern"
517102,"Southern"
517112,"Southern"
517214,"Southern"
517192,"Southern"
517291,"Southern"
517299,"Southern"
517536,"Southern"
517645,"Southern"
534326,"Southern"
502314,"Southern"
506391,"Southern"
754228,"Eastern"
754245,"Eastern"
534411,"Southern"
505450,"Southern"
518385,"Southern"
384272,"Western"
384151,"Western"
385360,"Western"
384285,"Western"
755049,"Eastern"
515621,"Southern"
523226,"Southern"
523280,"Southern"
523182,"Southern"
523303,"Southern"
523212,"Southern"
523211,"Southern"
523301,"Southern"
505527,"Southern"
509358,"Southern"
505526,"Southern"
505532,"Southern"
502295,"Southern"
502345,"Southern"
502281,"Southern"
502276,"Southern"
502372,"Southern"
502301,"Southern"
502280,"Southern"
787026,"Eastern"
787059,"Eastern"
509152,"Southern"
509127,"Southern"
508278,"Southern"
393140,"Western"
393145,"Western"
508208,"Southern"
508247,"Southern"
841505,"Eastern"
533352,"Southern"
491888,"Central"
508101,"Southern"
517526,"Southern"
509409,"Southern"
509411,"Southern"
508355,"Southern"
505184,"Southern"
505174,"Southern"
505208,"Southern"
505185,"Southern"
505416,"Southern"
754008,"Eastern"
508111,"Southern"
502102,"Southern"
502375,"Southern"
502279,"Southern"
502311,"Southern"
502210,"Southern"
502228,"Southern"
521122,"Southern"
521133,"Southern"
521136,"Southern"
517582,"Southern"
517520,"Southern"
517502,"Southern"
517503,"Southern"
517501,"Southern"
508217,"Southern"
509208,"Southern"
509351,"Southern"
509337,"Southern"
509210,"Southern"
509340,"Southern"
509380,"Southern"
509324,"Southern"
521150,"Southern"
521132,"Southern"
502312,"Southern"
814149,"Eastern"
814150,"Eastern"
816102,"Eastern"
754294,"Eastern"
841446,"Eastern"
384221,"Western"
384260,"Western"
509320,"Southern"
509357,"Southern"
509302,"Southern"
509349,"Southern"
509360,"Southern"
509375,"Southern"
509201,"Southern"
509203,"Southern"
509206,"Southern"
509102,"Southern"
752111,"Eastern"
509408,"Southern"
509207,"Southern"
509228,"Southern"
509327,"Southern"
509410,"Southern"
509325,"Southern"
506170,"Southern"
509216,"Southern"
522439,"Southern"
534165,"Southern"
521202,"Southern"
521111,"Southern"
521105,"Southern"
509217,"Southern"
515321,"Southern"
752114,"Eastern"
509106,"Southern"
517507,"Southern"
392165,"Western"
392220,"Western"
394115,"Western"
393115,"Western"
781137,"Eastern"
781381,"Eastern"
781030,"Eastern"
573103,"Southern"
573162,"Southern"
507157,"Southern"
783350,"Eastern"
783369,"Eastern"
783337,"Eastern"
783346,"Eastern"
783373,"Eastern"
783361,"Eastern"
783332,"Eastern"
532458,"Southern"
781380,"Eastern"
781141,"Eastern"
781121,"Eastern"
781122,"Eastern"
781123,"Eastern"
781120,"Eastern"
781124,"Eastern"
781129,"Eastern"
781102,"Eastern"
782403,"Eastern"
502296,"Southern"
502270,"Southern"
502294,"Southern"
502300,"Southern"
502319,"Southern"
754010,"Eastern"
517592,"Southern"
502329,"Southern"
521328,"Southern"
508117,"Southern"
782402,"Eastern"
781024,"Eastern"
781366,"Eastern"
781025,"Eastern"
781026,"Eastern"
781027,"Eastern"
393030,"Western"
521311,"Southern"
521106,"Southern"
521207,"Southern"
521213,"Southern"
521214,"Southern"
521215,"Southern"
521109,"Southern"
521403,"Southern"
515134,"Southern"
176200,"Northern"
176059,"Northern"
521401,"Southern"
524230,"Southern"
524310,"Southern"
508126,"Southern"
811305,"Eastern"
788102,"Eastern"
521312,"Southern"
855101,"Eastern"
394810,"Western"
392150,"Western"
524225,"Southern"
524226,"Southern"
524227,"Southern"
524228,"Southern"
523261,"Southern"
523183,"Southern"
523213,"Southern"
523302,"Southern"
523225,"Southern"
577002,"Southern"
577589,"Southern"
577530,"Southern"
577534,"Southern"
577004,"Southern"
493344,"Central"
493449,"Central"
493116,"Central"
493332,"Central"
493554,"Central"
493118,"Central"
493338,"Central"
493221,"Central"
523113,"Southern"
502107,"Southern"
502269,"Southern"
502273,"Southern"
502307,"Southern"
851116,"Eastern"
502371,"Southern"
502285,"Southern"
502306,"Southern"
